,0
783,"좋아요 10개
dakong_film
낮술하기 좋았던 어느날🥂
3일
dakong_film
🥜
3일답글 달기
dakong_film
#daily #seoul #데일리 #성수 #성수동맛집 #스몰글래스 #먹스타그램
3일답글 달기
3일 전
게시"
784,"좋아요 14개
springgreencoffee
스프링그린커피 9월 30일(목)-10월 3일(일)까지 #린즈홍 생일 이벤트를 진행합니다. 이벤트 기간에도 평소처럼 다양한 디저트 메뉴가 나옵니다. 참조해주세요. 감사합니다 💙
3일
springgreencoffee
#성수동카페 #뚝섬역카페 #서울숲카페 #이벤트대관 #곰돌이마들렌 #레몬에이드 #성수동맛집 #성수동디저트 #성수동 #성수카페 #레몬미니케이크 #얼그레이자몽파운드 #미니디저트 #성수동구움과자 #성수동생카 #라즈베리크럼블 #샌드위치성수 #성수동샌드위치 #민초브라우니 #성수동민트초코브라우니 #민트초코브라우니 #로투스브라우니치즈케이크 #로투스치케 #린즈홍 #린즈홍생일
3일답글 달기
3일 전
게시"
785,"좋아요 155개
sseong_xhn
메인 메뉴와 사이드 메뉴까지!

다양한 맛이 하나하나 모여서
완성한 푸짐한 구성의 권식족발 영양왕족발인데요.

생족을 삶아서 담백한 맛을 살린 족발에,
같이 먹을 때 맛을 더 살려주는 김치까지! 짱짱!

최고의 조합이다!


#권식족발#성수동맛집#뚝섬맛집#성수맛집#성수족발#성수동족발#먹팔#먹스타 #뚝섬배달맛집 #먹방 #성수맛집탐방 #족발맛집인정 #성수동데이트장소 #뚝섬역데이트 #성수역핫플 #뚝섬역회식
3일
bmanmajoro
Looking forward to the next post 🤗
3일답글 달기
catalinktf
Thx for this post 💕
3일답글 달기
guneybalakan
Boss it up 💕
3일답글 달기
huunghidt
Miss you my boo 💯
3일답글 달기
tengkuferdhy
Omg😍
3일답글 달기
mat_ssung
피드가 좋아서 놀러왓어요 맞팔해요🙌
3일답글 달기
3일 전
게시"
786,"좋아요 103개
yamyam2_jjupjjup
#소문난성수감자탕 #성수맛집
🍴감자탕 소 (25,000원) 수제비사리 (2,000원)
요새 성수가 넘 좋아서 자주 가게 되는데용 오늘은 이별한 친구를 위로해주려고…🥲 성수맛집에 갔어요 ! 웨이팅이 있었는데 가게가 넓은 편이라 5분정도 기다리고 입장! 감자탕은 사실 다들 4차에 맛도 기억안나고 먹는거 알죠..? 1차에 가보니 넘 맛있었던것 ㅎㅎ
살 발라내서 양념장에 콕 찍고 시래기랑 먹으면 넘 맛있어요 :) 살을 엥간히 먹으면 수제비 사리 넣구 2차 ❤️‍🔥 소맥이랑 냠냠쬽쬽 먹구왔답니당
3일
yamyam2_jjupjjup
✨
3일답글 달기
답글 보기(1개)
nas_road
여기 너무 맛집이죠😍 수제비도 반죽을 직접 손으로 떠주셔서 더 맛있는거 같아여 👍
3일답글 달기
답글 보기(1개)
husthat_cook
맛있겠어요!🤤선팔 남기고 갑니다! 소통해요☺️
2일답글 달기
답글 보기(1개)
malang_tteok
볶음밥은요 ?????
3일답글 달기
답글 보기(1개)
ru._.rung
먹팔해요🔥
3일답글 달기
jmt.yumyum
감자탕에 수제비라니 😢
3일답글 달기
seul.log
소문날만한 비주얼… 안그래도 요 며칠간 감자탕이 참 먹고싶다라구요??? 날이 쌀쌀해져서 그른가…..🥺✨
2일답글 달기
jiaroon__eat
세상에나♥ 역시 여긴 언제봐도 맛있어보여요!! 😍 24시라 정말 자주 갔었는데
2일답글 달기
godtnsdl__33
여기 너무 궁금해요오,,,🙌🙌 먹팔하구 갈게용 :)
3일답글 달기
kflrm123
안녕하세요😀 피드가 너무 좋으셔서 선팔 해버렸어요🥺먹팔하고 제 최신글에도 댓글 남겨주시면 정말 감사하겠습니다!!
2일답글 달기
seoul.jeju_
먹팔하구 소통해요🔥
2일답글 달기
3일 전
게시"
787,"좋아요 13개
springgreencoffee
스프링그린커피 오늘은 달달한 #스모어쿠키 나옵니다. 골목도 깨끗하게 정비가 되었어요. 안심하시고 놀러오세요 ☺️💚
3일
springgreencoffee
#성수동카페 #뚝섬역카페 #서울숲카페 #이벤트대관 #곰돌이마들렌 #레몬에이드 #성수동맛집 #성수동디저트 #성수동 #성수카페 #레몬미니케이크 #얼그레이자몽파운드 #미니디저트 #성수동구움과자 #성수동생카 #라즈베리크럼블 #샌드위치성수 #성수동샌드위치 #민초브라우니 #성수동민트초코브라우니 #민트초코브라우니 #로투스브라우니치즈케이크 #로투스치케 #로투스치케성수동#스모어쿠키
3일답글 달기
3일 전
게시"
788,"좋아요 143개
sengmanyu
이렇게 제대로 된 돼지고기 맛집이 있었다니~나 왜 이제 안거야ㅠㅠ!
내 최애 고깃집으로 저장❤
#고집132성수본점 #성수동맛집고집132 #성수동맛집 #성수맛집 #뚝섬맛집 #서울숲맛집 #한양대맛집 #성수동핫플레이스 #성수동데이트 #성수동술집 #성수동밥집 #성수동고기집 #고집132
3일
ambika_j_123
😋😋😉😉
3일답글 달기
robe.t1233
💋
3일답글 달기
sunjaa21
😢
3일답글 달기
niaaaaaaaaa18_
😍😍
3일답글 달기
__icung
😢
3일답글 달기
angga_ptr08
💋
3일답글 달기
prathamesh_bidkar13
💋
3일답글 달기
rortijirko
😂😂
3일답글 달기
3일 전
게시"
789,"좋아요 162개
___hwan___2019
#미도인성수 스테이크란 무엇인가를 아는 곳. 정말 대박.
#트리플스테이크#대창덮밥#성수맛집#레트로감성#성수맛집미도인#성수동맛집#뚝섬맛집#갓성비#구첩반상#성수데이트코스
3일
icecream229
😢😢
3일답글 달기
reece.kw
💞💌💘💘
3일답글 달기
dube.y386
🙈😍
3일답글 달기
katil_48
😋😋😉😉
3일답글 달기
agung.sanjayaaa
😄
3일답글 달기
enjeltamara66
🍫🍫🍫🍬🍬🍭🍬🍫🍬
3일답글 달기
3일 전
게시"
790,"좋아요 105개
yeongzaeha
💇🏻‍♀️💅🏻🍒☁️
3일
sie.th
모리잘랐어?!!
3일좋아요 1개답글 달기
답글 보기(1개)
p.sooooool
단발 👍💙
3일좋아요 1개답글 달기
답글 보기(1개)
etrreveau
헐!!!궁금!!!!!
3일좋아요 1개답글 달기
답글 보기(1개)
miraelee__
❤️‍🔥❤️‍🔥❤️‍🔥
3일좋아요 1개답글 달기
답글 보기(1개)
yeongzaeha
❤️
3일답글 달기
답글 보기(1개)
l_hyejin
와오??? 단발?!?!?💜💜💜언제만날까유 봐야겄군
3일좋아요 1개답글 달기
답글 보기(1개)
eungyunluciakim
아 모야... 단발 너무 상큼해오....✨✨✨
3일좋아요 1개답글 달기
답글 보기(2개)
vitnaa
헉! 언니 칼단발!!!!!
3일좋아요 1개답글 달기
답글 보기(2개)
monsieurlegar
헐 단발-?!?!?-!-?-!-?--
3일좋아요 1개답글 달기
답글 보기(3개)
3일 전
게시"
791,"좋아요 65개
chikachika_shop
고메버터스콘은 겉바속촉이예요. 매장에 준비된 옥수수버터와 찰떡궁합이구요~
쨈과 버터를 살짝 올려드셔도 넘나 맛있어요~ 그것도 함께 구매하실 수 있게 준비를 해봐야 겠군요💛 선선한 오늘도 곧 오픈합니다~ 많이많이 와주세요🥰

9/27 일 라인업˙ᵕ˙

❁케이크
무지개미니홀케익, 후르츠산도미니홀케익(당일예약가능), 초당옥수수버터

❁구움과자
고메버터스콘, 콘크럼블스콘, 콘파이, 에그파이, 고메초코쿠키, 초코누가크래커, 쫀득누가크래커, 콘플레이크쿠키

❁구름마카롱
comeback유자자몽, 초당옥수수(옥수수아이스크림맛) 말차, 고메바닐라, 순수우유, 크런치스모브초코, 오레오, 솔티카라멜

❁머랭쿠키
바닐라머랭, 민트머랭, 복숭아머랭, 꼬끄후레이크

🎂홀케이크는 3일전까지 웹사이트 또는 매장전화로 주문해주세요.
마카롱택배도 사이트로 주문받습니다🤍
chikachikashop.com

#디저트샵치카치카
#성수동케이크
#성수동디저트
#치카치카디저트
#성수동맛집
#성수동카페
#뚝섬역디저트
#서울숲케이크
#서울숲맛집
#성수동스콘
3일
3일 전
게시"
792,"좋아요 166개
yuseoyeong433qa
성수동 놀러왔다가 족발땡겨서 급 방문한 권식족발!

알고보니 성수동에서 10년째 족발집을 운영하셨다고 하네요!

반반왕족발 주문하고 사이드메뉴도 다양하게 주문!

사이드메뉴 하나와 족발 한점 먹으면

찰떡궁합>_<

캬아 너무 맛있어~~~!!

#권식족발#성수동맛집#뚝섬맛집#성수맛집#성수족발#성수동족발#먹팔#뚝섬데이트코스 #뚝섬핫플레이스 #성수동모임공간 #성수데이트추천 #쯔양먹방 #성수핫플레이스 #쯔양 #뚝섬핫플 #성수핫플레이스인정 #성수배달맛집
3일
mouahhhh_
💢💥Beautiful💢💥💢💥💢💥💢💥💢💥💢💥💢💥💞💝💞💝
3일답글 달기
rfalascajr
Oh wow 😍
3일답글 달기
shawnkristensen07
Wow what a dope shot 🤗
3일답글 달기
huunghidt
I appreciate you sense of style 🤩
3일답글 달기
berenz2n
Nice🐞🏵
3일답글 달기
eu.hwitor
💚💛💜💝💟🖤❣️💙💖💜💛💚❤️💜💛💝💟💟💥
3일답글 달기
oapol21
Kicking it babe 👸🏼
3일답글 달기
shahnadir66
Please keep on posting 🤗
3일답글 달기
global_we_shop
Thanks so much for sharing!
3일답글 달기
3일 전
게시"
793,"tio.metable
님 
외 174명
이 좋아합니다
metable.official
🍂9월의 마지막 일요일🌈
맛있은😋 음식과 함께 행복한 주말 되세요🥰

무엇보다 모두의 안전이 최고 입니다.😷
너무 분비는 실내 보다는 한적한 야외에서 안전한 주말 보내세요.

미테이블은 오늘도 안전하고 맛있게 준비해 드릴께요(๑˃̵ᴗ˂̵)و

-----------------------------

미테이블 성수점🌳
평일 11:30-14:00 / 16:30-22:00
주말,공휴일 11:30-22:00
*주말에는 매장안 대기자 명단 작성해 주시면 순차적으로 전화드려요.
*오픈타임 네이버예약가능 (매일11:30, 평일 16:30)

미테이블 강동점🏙
평일 11:00-14:00 / 16:30-22:00
주말,공휴일 11:00-22:00
*당일방문 3시간전까지 네이버예약가능
*2시간 무료주차 가능

** 동반가능 인원 (최대6인 가능)
- 17:59 까지 ✔️기본4인 + 접종완료자 2인
- 18:00 부터 ✔️기본2인 + 접종완료자 4인
💉백신접종 완료하신 분은 완료인증서를 보여주셔야 합니다.

#서울숲맛집 #강동구맛집 #성수맛집 #성수데이트 #서울숲데이트 #성수동맛집 #길동맛집 #천호맛집 #강동데이트 #스테이크맛집 #토마호크스테이크 #파스타맛집 #샐러드맛집
3일
3일 전
게시"
794,"shaniagrahari700
님 
외 149명
이 좋아합니다
happpppy_.moment
🍨
3일
happpppy_.moment
☁️
3일답글 달기
답글 보기(1개)
woongkida
오 옷이쁘네잉
3일답글 달기
답글 보기(1개)
seoul_matthew
😀😀
3일답글 달기
3일 전
게시"
795,"좋아요 27개
more__room
가을하면 자켓이죠:) 인기 많은 브릭 비죠팬츠와 비슷한 가을느낌 물씬나는 컬러의 윈트 자켓, 업로드 되었습니다!
#모어룸 #무료배송
2주
more__room
😮
2주답글 달기
답글 보기(1개)
9월 15일
게시"
796,"좋아요 32개
more__room
오늘같이 비오는날 가볍게 툭 걸쳐주세요☔️
#모어룸 #무료배송
4주
more__room
😮
4주답글 달기
답글 보기(1개)
8월 31일
게시"
797,"좋아요 58개
ok_____oo
출산전에 치우 먹고싶어서 부랴부랴❣️

#치우#성수동치우#성수동맛집
3일
3일 전
이 게시물에 대한 댓글 기능이 제한되었습니다."
798,"좋아요 10개
myeleb0_0
어깨춤을 추게 하는 맛
#사위식당
.
.
#낙곱새#성수동맛집 #성수동 #서울숲맛집 #서울숲 #데일리 #jmt#성수역맛집#성수맛집 #성수동카페 #맛점 #맛저 #성수동핫플레이스#seoul #성수동데이트 #건대맛집 #일상 #포장 #갬성 #성수동카페거리 #성수동맛집사위식당
3일
3일 전
게시"
799,"좋아요 129개
awesomeshop_01
-
안녕하세요 어우썸샵입니다 🙋🏻‍♂️
-
이미 많은 고객님들께 인증된 어우썸샵 💕
-
개인통관 고유 번호 ✖️
중국 물류센터 거래 EMS 발송 ✈️
배송은 7-12일 이내 수렁 (영업일 기준) ✈️
-
합리적인 가격으로 모십니다
마진을 많이 먹지 않기 때문에 합리적으로
타샵 동일 퀄리티 대비 확실히 단가 Down 💕
-
모든 상품 사진은 제가 수령 후 직접 촬영하여
확실하게 퀄리티 검수 하였습니다
-
발송전 확실한 검수사진으로 보답드립니다
-
발렌티노 클라이머 스니커즈
(다양한 디자인 컬러 문의 환영)
-
후기가 나오는데는 이유가 있는 법 🙋🏻‍♂️
다양한 컬러칩 보유중 🙋🏻‍♂️
-
신발 전문 👟
@awesomeshop_01
@awesomeshop_11
-
잡화 의류 가방 ACC 전문 👜
@awesomeshop_10
@awesomeshop_13
-
피드에 없는 상품 문의 / 전 제품 수배 가능 💕
-
-
-
-
#월급루팡 #좋아요반사 #좋반 #소통그램 #발렌티노신발추천 #발렌티노신발신상 #발렌티노신발 #알렉산더맥퀸 #알렉산더맥퀸오버솔 #맥퀸오버솔 #맥퀸오버솔스니커즈 #발렌티노스니커즈 #발렌티노락스터드 #발렌티노바운스 #바운스스니커즈 #락스터드 #발렌티노히든 #슈스타그램 #발렌티노바운스스니커즈 #락스터드스니커즈 #발렌티노락스터드스니커즈 #스피드러너코디 #맘스타그램 #코디스타그램 #한남동맛집 #성수동맛집 #발렌티노클라이머 #클라이머스니커즈 #좋테 #좋테반사
3일
3일 전
게시"
800,"좋아요 26개
everydaymanchi
#화양동 #성수 #남한강민물매운탕

내 최애 매운탕...무조건 메기 참게 섞어드세요... 가자마자 밑반찬에 소주 한 병..튀김은 둘다 맛나지만 민물새우튀김이랑 맥주랑 먹으면 .. 🥺 다 먹고 라면사리 추가하고... 만치의 지름길

#성수동맛집 #성수맛집 #화양동맛집 #매운탕 #서울맛집 #먹스타그램 #foodie #만취
3일
theminsuhyun1995
으 땡긴다
3일답글 달기
답글 보기(1개)
birdyane
나 여기 🔥🔥
3일답글 달기
22gyo
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ민물새우튀김 까만 봉다리에 싸간거 생각나네
3일답글 달기
3일 전
게시"
801,"좋아요 32개
secondaire_live
속까지 촉촉함✨

바닐라 커스터드와
상큼한🍒체리콩포트로
맛과 식감 비주얼 모두를 잡았습니다

Signature frenchtoast👍🏻
3일
secondaire_live
✨
3일답글 달기
답글 보기(1개)
3일 전
게시"
